id,text,category_id,priority,status,created_at,author_id,assigned_to
16689,"В очередной раз сообщаю, что раковина в умывальнике в зоне приема пищи подметите пожалуйста, пыль летит на готовую продукцию. Невозможно продолжать нормальную работу в таких условиях.",14,3,new,2026-05-24 12:00:00,1,
16690,"Довожу до вашего сведения, что раковина в умывальнике в зоне приема пищи вывезите на свалку, мешает проходу и работе. Невозможно продолжать нормальную работу в таких условиях.",14,3,new,2026-05-24 12:00:00,1,
16691,"Вчера во время рабочей смены произошло следующее: коридор цеха на лестничной площадке выбросите хлам, пыль летит на готовую продукцию. Невозможно продолжать нормальную работу в таких условиях.",14,3,new,2026-05-24 12:00:00,1,
16692,"Довожу до вашего сведения, что переполненные урны после ремонта оборудования выбросите хлам, засорилась раковина вода стоит. Это мешает выполнению дневного плана производства.",14,3,new,2026-05-24 12:00:00,1,
16693,"Довожу до вашего сведения, что картонные коробки после ремонта оборудования наведите порядок, засорилась раковина вода стоит. Невозможно продолжать нормальную работу в таких условиях.",14,3,new,2026-05-24 12:00:00,1,
16694,"Срочное обращение к руководству: мужской туалет в санузле первого этажа помойте пол, надо вымыть плитку. Надеюсь на оперативное решение данной проблемы.",14,3,new,2026-05-24 12:00:00,1,
16695,"В очередной раз сообщаю, что переполненные урны в санузле первого этажа вывезите на свалку, вынесите пакеты с мусором. Невозможно продолжать нормальную работу в таких условиях.",14,3,new,2026-05-24 12:00:00,1,
16696,"В очередной раз сообщаю, что грязь на полу около фрезерного станка уберите грязь, вынесите пакеты с мусором. Надеюсь на оперативное решение данной проблемы.",14,3,new,2026-05-24 12:00:00,1,
16697,"Довожу до вашего сведения, что переполненные урны около фрезерного станка засорилась, уборщица не приходила два дня. Прошу принять срочные меры и прислать ответственного специалиста.",14,3,new,2026-05-24 12:00:00,1,
16698,"Срочное обращение к руководству: мужской туалет около фрезерного станка уберите грязь, грязь разносится по всему зданию. Пожалуйста, разберитесь с этим как можно быстрее.",14,3,new,2026-05-24 12:00:00,1,
16699,"Вчера во время рабочей смены произошло следующее: раковина в умывальнике в кабинетах администрации помойте пол, надо вымыть плитку. Надеюсь на оперативное решение данной проблемы.",14,3,new,2026-05-24 12:00:00,1,
16700,"В очередной раз сообщаю, что коридор цеха в санузле первого этажа протрите пыль, засорилась раковина вода стоит. Прошу принять срочные меры и прислать ответственного специалиста.",14,3,new,2026-05-24 12:00:00,1,
16701,"Довожу до вашего сведения, что курилка во дворе в кабинетах администрации подметите пожалуйста, уборщица не приходила два дня. Надеюсь на оперативное решение данной проблемы.",14,3,new,2026-05-24 12:00:00,1,
16702,"В очередной раз сообщаю, что бытовой мусор в зоне приема пищи вывезите на свалку, засорилась раковина вода стоит. Пожалуйста, разберитесь с этим как можно быстрее.",14,3,new,2026-05-24 12:00:00,1,
16703,"В очередной раз сообщаю, что бытовой мусор после ремонта оборудования засорилась, пыль летит на готовую продукцию. Невозможно продолжать нормальную работу в таких условиях.",14,3,new,2026-05-24 12:00:00,1,
16704,"В очередной раз сообщаю, что коридор цеха около фрезерного станка наведите порядок, мешает проходу и работе. Невозможно продолжать нормальную работу в таких условиях.",14,3,new,2026-05-24 12:00:00,1,
16705,"Довожу до вашего сведения, что раковина в умывальнике в кабинетах администрации вывезите на свалку, надо вымыть плитку. Надеюсь на оперативное решение данной проблемы.",14,3,new,2026-05-24 12:00:00,1,
16706,"Довожу до вашего сведения, что грязь на полу после ремонта оборудования протрите пыль, грязь разносится по всему зданию. Надеюсь на оперативное решение данной проблемы.",14,3,new,2026-05-24 12:00:00,1,
16707,"В очередной раз сообщаю, что курилка во дворе около фрезерного станка уберите грязь, грязь разносится по всему зданию. Невозможно продолжать нормальную работу в таких условиях.",14,3,new,2026-05-24 12:00:00,1,
16708,"Довожу до вашего сведения, что слой пыли на столах в раздевалке цеха наведите порядок, пыль летит на готовую продукцию. Невозможно продолжать нормальную работу в таких условиях.",14,3,new,2026-05-24 12:00:00,1,
16709,"Срочное обращение к руководству: курилка во дворе после ремонта оборудования помойте пол, мешает проходу и работе. Это мешает выполнению дневного плана производства.",14,3,new,2026-05-24 12:00:00,1,
16710,"Вчера во время рабочей смены произошло следующее: курилка во дворе около фрезерного станка уберите грязь, вынесите пакеты с мусором. Прошу принять срочные меры и прислать ответственного специалиста.",14,3,new,2026-05-24 12:00:00,1,
16711,бля,15,5,new,2026-05-24 12:00:00,1,
16712,сука,15,5,new,2026-05-24 12:00:00,1,
16713,хуй,15,5,new,2026-05-24 12:00:00,1,
16714,пизда,15,5,new,2026-05-24 12:00:00,1,
16715,ебать,15,5,new,2026-05-24 12:00:00,1,
16716,пидор,15,5,new,2026-05-24 12:00:00,1,
16717,гондон,15,5,new,2026-05-24 12:00:00,1,
16718,мудак,15,5,new,2026-05-24 12:00:00,1,
16719,хуила,15,5,new,2026-05-24 12:00:00,1,
16720,заебал,15,5,new,2026-05-24 12:00:00,1,
16721,выебать,15,5,new,2026-05-24 12:00:00,1,
16722,охуел,15,5,new,2026-05-24 12:00:00,1,
16723,пиздец,15,5,new,2026-05-24 12:00:00,1,
16724,залупа,15,5,new,2026-05-24 12:00:00,1,
16725,манда,15,5,new,2026-05-24 12:00:00,1,
16726,хуесос,15,5,new,2026-05-24 12:00:00,1,
16727,блядина,15,5,new,2026-05-24 12:00:00,1,
16728,ебало,15,5,new,2026-05-24 12:00:00,1,
16729,уебище,15,5,new,2026-05-24 12:00:00,1,
16730,пидорас,15,5,new,2026-05-24 12:00:00,1,
16731,ебаный,15,5,new,2026-05-24 12:00:00,1,
16732,хуевый,15,5,new,2026-05-24 12:00:00,1,
16733,блядский,15,5,new,2026-05-24 12:00:00,1,
16734,охуительного,15,5,new,2026-05-24 12:00:00,1,
16735,дохуя,15,5,new,2026-05-24 12:00:00,1,
16736,нихуя,15,5,new,2026-05-24 12:00:00,1,
16737,хуле,15,5,new,2026-05-24 12:00:00,1,
16738,ебаться,15,5,new,2026-05-24 12:00:00,1,
16739,отъебись,15,5,new,2026-05-24 12:00:00,1,
16740,нахуй,15,5,new,2026-05-24 12:00:00,1,
16741,в пизду,15,5,new,2026-05-24 12:00:00,1,
16742,блядство,15,5,new,2026-05-24 12:00:00,1,
16743,охуеть,15,5,new,2026-05-24 12:00:00,1,
16744,охуевший,15,5,new,2026-05-24 12:00:00,1,
16745,сука блядь,15,5,new,2026-05-24 12:00:00,1,
16746,хуйня,15,5,new,2026-05-24 12:00:00,1,
16747,заебали,15,5,new,2026-05-24 12:00:00,1,
16748,ебашить,15,5,new,2026-05-24 12:00:00,1,
16749,приебался,15,5,new,2026-05-24 12:00:00,1,
16750,блять,15,5,new,2026-05-24 12:00:00,1,
16751,отьебись,15,5,new,2026-05-24 12:00:00,1,
16752,хуета,15,5,new,2026-05-24 12:00:00,1,
16753,пидрила,15,5,new,2026-05-24 12:00:00,1,
16754,гандон,15,5,new,2026-05-24 12:00:00,1,
16755,ебанько,15,5,new,2026-05-24 12:00:00,1,
16756,курва,15,5,new,2026-05-24 12:00:00,1,
16757,похуй,15,5,new,2026-05-24 12:00:00,1,
16758,нахуя,15,5,new,2026-05-24 12:00:00,1,
16759,заебись,15,5,new,2026-05-24 12:00:00,1,
16760,отъебитесь,15,5,new,2026-05-24 12:00:00,1,
16761,даун,15,5,new,2026-05-24 12:00:00,1,
16762,дебил,15,5,new,2026-05-24 12:00:00,1,
16763,урод,15,5,new,2026-05-24 12:00:00,1,
16764,тварь,15,5,new,2026-05-24 12:00:00,1,
16765,мразь,15,5,new,2026-05-24 12:00:00,1,
16766,шлюха,15,5,new,2026-05-24 12:00:00,1,
16767,тварь ебаная,15,5,new,2026-05-24 12:00:00,1,
16768,козел,15,5,new,2026-05-24 12:00:00,1,
16769,баран,15,5,new,2026-05-24 12:00:00,1,
16770,лох,15,5,new,2026-05-24 12:00:00,1,
16771,чмо,15,5,new,2026-05-24 12:00:00,1,
16772,ушлепок,15,5,new,2026-05-24 12:00:00,1,
16773,выродок,15,5,new,2026-05-24 12:00:00,1,
16774,дегенерат,15,5,new,2026-05-24 12:00:00,1,
16775,придурок,15,5,new,2026-05-24 12:00:00,1,
16776,тупой,15,5,new,2026-05-24 12:00:00,1,
16777,скотина,15,5,new,2026-05-24 12:00:00,1,
16778,сволочь,15,5,new,2026-05-24 12:00:00,1,
16779,ублюдок,15,5,new,2026-05-24 12:00:00,1,
16780,уебок,15,5,new,2026-05-24 12:00:00,1,
16781,говноед,15,5,new,2026-05-24 12:00:00,1,
16782,сукин сын,15,5,new,2026-05-24 12:00:00,1,
16783,сука конченая,15,5,new,2026-05-24 12:00:00,1,
16784,гнида,15,5,new,2026-05-24 12:00:00,1,
16785,мразь ебаная,15,5,new,2026-05-24 12:00:00,1,
16786,гондон ебаный,15,5,new,2026-05-24 12:00:00,1,
16787,пидорас конченый,15,5,new,2026-05-24 12:00:00,1,
16788,дебилы конченые,15,5,new,2026-05-24 12:00:00,1,
16789,дура,15,5,new,2026-05-24 12:00:00,1,
16790,идиот,15,5,new,2026-05-24 12:00:00,1,
16791,кретин,15,5,new,2026-05-24 12:00:00,1,
16792,тупая пизда,15,5,new,2026-05-24 12:00:00,1,
16793,чмошник,15,5,new,2026-05-24 12:00:00,1,
16794,уебаны,15,5,new,2026-05-24 12:00:00,1,
16795,мразота,15,5,new,2026-05-24 12:00:00,1,
16796,лошара,15,5,new,2026-05-24 12:00:00,1,
16797,лошье,15,5,new,2026-05-24 12:00:00,1,
16798,уебищный,15,5,new,2026-05-24 12:00:00,1,
16799,выблядок,15,5,new,2026-05-24 12:00:00,1,
16800,гнида черножопая,15,5,new,2026-05-24 12:00:00,1,
16801,шпиливили,15,5,new,2026-05-24 12:00:00,1,
16802,шпили-вили,15,5,new,2026-05-24 12:00:00,1,
16803,секс,15,5,new,2026-05-24 12:00:00,1,
16804,порно,15,5,new,2026-05-24 12:00:00,1,
16805,порево,15,5,new,2026-05-24 12:00:00,1,
16806,трахать,15,5,new,2026-05-24 12:00:00,1,
16807,вытрахать,15,5,new,2026-05-24 12:00:00,1,
16808,перепихон,15,5,new,2026-05-24 12:00:00,1,
16809,перепихнуться,15,5,new,2026-05-24 12:00:00,1,
16810,сосать,15,5,new,2026-05-24 12:00:00,1,
16811,минет,15,5,new,2026-05-24 12:00:00,1,
16812,куни,15,5,new,2026-05-24 12:00:00,1,
16813,групповуха,15,5,new,2026-05-24 12:00:00,1,
16814,интим,15,5,new,2026-05-24 12:00:00,1,
16815,prostitute,15,5,new,2026-05-24 12:00:00,1,
16816,педофилия,15,5,new,2026-05-24 12:00:00,1,
16817,зоофилия,15,5,new,2026-05-24 12:00:00,1,
16818,насиловать,15,5,new,2026-05-24 12:00:00,1,
16819,член,15,5,new,2026-05-24 12:00:00,1,
16820,сиськи,15,5,new,2026-05-24 12:00:00,1,
16821,сиська,15,5,new,2026-05-24 12:00:00,1,
16822,дрочить,15,5,new,2026-05-24 12:00:00,1,
16823,кончить,15,5,new,2026-05-24 12:00:00,1,
16824,минет,15,5,new,2026-05-24 12:00:00,1,
16825,сосать хуй,15,5,new,2026-05-24 12:00:00,1,
16826,мефедрон,15,5,new,2026-05-24 12:00:00,1,
16827,кокаин,15,5,new,2026-05-24 12:00:00,1,
16828,героин,15,5,new,2026-05-24 12:00:00,1,
16829,амфетамин,15,5,new,2026-05-24 12:00:00,1,
16830,гашиш,15,5,new,2026-05-24 12:00:00,1,
16831,марихуана,15,5,new,2026-05-24 12:00:00,1,
16832,шишки,15,5,new,2026-05-24 12:00:00,1,
16833,фен,15,5,new,2026-05-24 12:00:00,1,
16834,спиды,15,5,new,2026-05-24 12:00:00,1,
16835,экстази,15,5,new,2026-05-24 12:00:00,1,
16836,мдма,15,5,new,2026-05-24 12:00:00,1,
16837,соли,15,5,new,2026-05-24 12:00:00,1,
16838,спайс,15,5,new,2026-05-24 12:00:00,1,
16839,меф,15,5,new,2026-05-24 12:00:00,1,
16840,кокс,15,5,new,2026-05-24 12:00:00,1,
16841,хмурый,15,5,new,2026-05-24 12:00:00,1,
16842,герыч,15,5,new,2026-05-24 12:00:00,1,
16843,травка,15,5,new,2026-05-24 12:00:00,1,
16844,лсд,15,5,new,2026-05-24 12:00:00,1,
16845,грибы,15,5,new,2026-05-24 12:00:00,1,
16846,трамадол,15,5,new,2026-05-24 12:00:00,1,
16847,лирика,15,5,new,2026-05-24 12:00:00,1,
16848,бутират,15,5,new,2026-05-24 12:00:00,1,
16849,метадон,15,5,new,2026-05-24 12:00:00,1,
16850,а-пвп,15,5,new,2026-05-24 12:00:00,1,
16851,score,15,5,new,2026-05-24 12:00:00,1,
16852,бошки,15,5,new,2026-05-24 12:00:00,1,
16853,plan,15,5,new,2026-05-24 12:00:00,1,
16854,дурь,15,5,new,2026-05-24 12:00:00,1,
16855,анаша,15,5,new,2026-05-24 12:00:00,1,
16856,шмаль,15,5,new,2026-05-24 12:00:00,1,
16857,ганджубас,15,5,new,2026-05-24 12:00:00,1,
16858,конопля,15,5,new,2026-05-24 12:00:00,1,
16859,амф,15,5,new,2026-05-24 12:00:00,1,
16860,колеса,15,5,new,2026-05-24 12:00:00,1,
16861,кислота,15,5,new,2026-05-24 12:00:00,1,
16862,спайсуха,15,5,new,2026-05-24 12:00:00,1,
16863,мефодий,15,5,new,2026-05-24 12:00:00,1,
16864,соль,15,5,new,2026-05-24 12:00:00,1,
16865,закладка,15,5,new,2026-05-24 12:00:00,1,
16866,наркота,15,5,new,2026-05-24 12:00:00,1,
16867,наркотики,15,5,new,2026-05-24 12:00:00,1,
16868,вещества,15,5,new,2026-05-24 12:00:00,1,
16869,торчок,15,5,new,2026-05-24 12:00:00,1,
16870,солевой,15,5,new,2026-05-24 12:00:00,1,
16871,шишка,15,5,new,2026-05-24 12:00:00,1,
16872,гаш,15,5,new,2026-05-24 12:00:00,1,
16873,война,15,5,new,2026-05-24 12:00:00,1,
16874,СВО,15,5,new,2026-05-24 12:00:00,1,
16875,спецоперация,15,5,new,2026-05-24 12:00:00,1,
16876,убийство,15,5,new,2026-05-24 12:00:00,1,
16877,убить,15,5,new,2026-05-24 12:00:00,1,
16878,зарезать,15,5,new,2026-05-24 12:00:00,1,
16879,пристрелить,15,5,new,2026-05-24 12:00:00,1,
16880,оружие,15,5,new,2026-05-24 12:00:00,1,
16881,пистолет,15,5,new,2026-05-24 12:00:00,1,
16882,автомат,15,5,new,2026-05-24 12:00:00,1,
16883,нож,15,5,new,2026-05-24 12:00:00,1,
16884,граната,15,5,new,2026-05-24 12:00:00,1,
16885,расстрел,15,5,new,2026-05-24 12:00:00,1,
16886,смерть,15,5,new,2026-05-24 12:00:00,1,
16887,жид,15,5,new,2026-05-24 12:00:00,1,
16888,чурка,15,5,new,2026-05-24 12:00:00,1,
16889,хач,15,5,new,2026-05-24 12:00:00,1,
16890,ниггер,15,5,new,2026-05-24 12:00:00,1,
16891,хохол,15,5,new,2026-05-24 12:00:00,1,
16892,москаль,15,5,new,2026-05-24 12:00:00,1,
16893,фашист,15,5,new,2026-05-24 12:00:00,1,
16894,нацист,15,5,new,2026-05-24 12:00:00,1,
16895,антисемитизм,15,5,new,2026-05-24 12:00:00,1,
16896,фашизм,15,5,new,2026-05-24 12:00:00,1,
16897,терроризм,15,5,new,2026-05-24 12:00:00,1,
16898,бомба,15,5,new,2026-05-24 12:00:00,1,
16899,взрыв,15,5,new,2026-05-24 12:00:00,1,
16900,теракт,15,5,new,2026-05-24 12:00:00,1,
16901,убить путина,15,5,new,2026-05-24 12:00:00,1,
16902,свободу украине,15,5,new,2026-05-24 12:00:00,1,
16903,слава украине,15,5,new,2026-05-24 12:00:00,1,
16904,путин вор,15,5,new,2026-05-24 12:00:00,1,
16905,мобилизация,15,5,new,2026-05-24 12:00:00,1,
16906,зеленский,15,5,new,2026-05-24 12:00:00,1,
16907,оккупация,15,5,new,2026-05-24 12:00:00,1,
16908,расизм,15,5,new,2026-05-24 12:00:00,1,
16909,негры,15,5,new,2026-05-24 12:00:00,1,
16910,гитлер,15,5,new,2026-05-24 12:00:00,1,
16911,взорвать завод,15,5,new,2026-05-24 12:00:00,1,
16912,иран,15,5,new,2026-05-24 12:00:00,1,
16913,дед,15,5,new,2026-05-24 12:00:00,1,
16914,дедов,15,5,new,2026-05-24 12:00:00,1,
16915,переебало,15,5,new,2026-05-24 12:00:00,1,
16916,переебало в иране,15,5,new,2026-05-24 12:00:00,1,
16917,сдохни мразь,15,5,new,2026-05-24 12:00:00,1,
16918,смерть близким,15,5,new,2026-05-24 12:00:00,1,
16919,сирия,15,5,new,2026-05-24 12:00:00,1,
16920,ирак,15,5,new,2026-05-24 12:00:00,1,
16921,ядерный удар,15,5,new,2026-05-24 12:00:00,1,
16922,мировая война,15,5,new,2026-05-24 12:00:00,1,
16923,геноцид,15,5,new,2026-05-24 12:00:00,1,
16924,пытки,15,5,new,2026-05-24 12:00:00,1,
16925,террорист,15,5,new,2026-05-24 12:00:00,1,
16926,джихад,15,5,new,2026-05-24 12:00:00,1,
16927,холокост,15,5,new,2026-05-24 12:00:00,1,
16928,zaebal etot ebaniy printer suka,15,5,new,2026-05-24 12:00:00,1,
16929,pochinite uzhe etu huynyu v tualete blyad,15,5,new,2026-05-24 12:00:00,1,
16930,pochemu v buhgalterii rabotayut odni tupiie debili,15,5,new,2026-05-24 12:00:00,1,
16931,kto-to rassipal sol v servernoy pipec mudaki,15,5,new,2026-05-24 12:00:00,1,
16932,gde tut mozhno kupit mefedron ili fen,15,5,new,2026-05-24 12:00:00,1,
16933,nash master smeni prosto koncheniy gondon i tvar,15,5,new,2026-05-24 12:00:00,1,
16934,nado vzorvat etot ebaniy zavod nahuy k chertam,15,5,new,2026-05-24 12:00:00,1,
16935,poshel ti nahuy so svoim planom i zadaniem,15,5,new,2026-05-24 12:00:00,1,
16936,chto za huynya tvoritsya na sklade opyat vse spizdili,15,5,new,2026-05-24 12:00:00,1,
16937,davay buhnem vodki i nakurimsya pryamo vo vremya smeni,15,5,new,2026-05-24 12:00:00,1,
16938,kto prines narkotiki na rabochee mesto ohueli sovsem,15,5,new,2026-05-24 12:00:00,1,
16939,etot tupoy daun i pridurok opyat slomal stanok,15,5,new,2026-05-24 12:00:00,1,
16940,vse nachalstvo pidorasi i vori ebanie suki,15,5,new,2026-05-24 12:00:00,1,
16941,zaberite etu zalupu i huynyu obratno na sklad,15,5,new,2026-05-24 12:00:00,1,
16942,hvatit pizdet i idi rabotay suka lenivaya,15,5,new,2026-05-24 12:00:00,1,
16943,nado spizdit etot instrument blyad poka nikto ne vidit,15,5,new,2026-05-24 12:00:00,1,
16944,obsudit hod provedeniya svo i mobilizaciyu,15,5,new,2026-05-24 12:00:00,1,
16945,kakaya obstanovka na fronte v ukraine?,15,5,new,2026-05-24 12:00:00,1,
16946,kogda zakonchitsya eta ebanaya voyna nahuy,15,5,new,2026-05-24 12:00:00,1,
16947,svobodu politzaklyuchennim i net voyne doloy putina,15,5,new,2026-05-24 12:00:00,1,
16948,evrei zahvatili vlast na zavode zhidovnya parshivaya,15,5,new,2026-05-24 12:00:00,1,
16949,nenavizhu etih churok i hachey iz otdela klininga,15,5,new,2026-05-24 12:00:00,1,
16950,bey zhidov spasay rossiyu antisemitizm forever,15,5,new,2026-05-24 12:00:00,1,
16951,vokrug odni fashisti nacisti i pidori konchenie,15,5,new,2026-05-24 12:00:00,1,
16952,chernokozhie niggeri ne dolzhni rabotat na nashem zavode,15,5,new,2026-05-24 12:00:00,1,
16953,ya ubiyu tebya nahuy posle smeni gnida ebanaya,15,5,new,2026-05-24 12:00:00,1,
16954,gde dostat pistolet ili avtomat na zavode,15,5,new,2026-05-24 12:00:00,1,
16955,prinesu zavtra nozh i zarezhu etogo mudaka mastera,15,5,new,2026-05-24 12:00:00,1,
16956,vseh rasstrelyat nado suk i urodov iz direkcii,15,5,new,2026-05-24 12:00:00,1,
16957,kto prodaet mef amf ili travu v cehu,15,5,new,2026-05-24 12:00:00,1,
16958,on prishel obdolbanniy solyami i oret vsyakuyu huynyu,15,5,new,2026-05-24 12:00:00,1,
16959,kupit travku konoplyu gashish ili boshki,15,5,new,2026-05-24 12:00:00,1,
16960,poshel nahuy urod chtob ti sdoh,15,5,new,2026-05-24 12:00:00,1,
16961,vi vse pidori konchenie ebanie v rot cherti,15,5,new,2026-05-24 12:00:00,1,
16962,ebaniy rot etogo stanka blyad zaebal lomatsya,15,5,new,2026-05-24 12:00:00,1,
16963,davaite ustroim zabastovku protiv svo i voyni,15,5,new,2026-05-24 12:00:00,1,
16964,evrei skupili vsyu administraciyu zhidovnya parshivaya,15,5,new,2026-05-24 12:00:00,1,
16965,kto-to upotreblyaet narkotu mefodiy v tualete,15,5,new,2026-05-24 12:00:00,1,
16966,poshli vi vse v zhopu so svoim ebanim planom,15,5,new,2026-05-24 12:00:00,1,
16967,nenavizhu etu vlast putin vor i ubiyca,15,5,new,2026-05-24 12:00:00,1,
16968,nado rasstrelyat rukovodstvo za zaderzhku zarplati,15,5,new,2026-05-24 12:00:00,1,
16969,vse evrei vori i obmanshiki gnat ih iz strani,15,5,new,2026-05-24 12:00:00,1,
16970,chtob vashih dedov pereebalo v irane bley,15,5,new,2026-05-24 12:00:00,1,
16971,zhelayu chtobi tvoih dedov pereebalo v irane suka,15,5,new,2026-05-24 12:00:00,1,
16972,sdohni mraz chtob vseh tvoih predkov pereebalo,15,5,new,2026-05-24 12:00:00,1,
16973,nachalas yadernaya voyna ssha protiv kitaya,15,5,new,2026-05-24 12:00:00,1,
16974,svodki novostey o voyne i aviaudarah v sirii,15,5,new,2026-05-24 12:00:00,1,
16975,terroristi zahvatili zalozhnikov i ugrozhayut vzorvat vse,15,5,new,2026-05-24 12:00:00,1,
16976,pochemu vi obsuzhdaete etot voenniy konflikt na rabote,15,5,new,2026-05-24 12:00:00,1,
16977,вы все пидоры конченые я ваш рот ебал суки грязные чтоб вы все сдохли мрази ебаные пошли вы нахуй отсюда со своим ебаным планом производства,15,5,new,2026-05-24 12:00:00,1,
16978,какой-то мудак спиздил мой гаечный ключ сука найду руки оторву и в жопу засуну гондон ебаный чтоб ты подавился им тварь конченая,15,5,new,2026-05-24 12:00:00,1,
16979,кто вчера обдолбался мефедроном на смене и обоссал весь туалет в литейном цеху найду этого пидораса и лично ебало разобью сука гнида,15,5,new,2026-05-24 12:00:00,1,
16980,этот ебаный станок опять сломался пиздец полный сколько можно его чинить руки из жопы у тех кто его делал сука заебало работать в этой дыре,15,5,new,2026-05-24 12:00:00,1,
16981,давайте скинемся на водку и пиво и напьемся прямо в каптерке после смены все равно этот дебил мастер ничего не заметит потому что он сам постоянно бухой,15,5,new,2026-05-24 12:00:00,1,
16982,где бля найти закладку с мефом или солью прямо у проходной завода а то без дозы вообще пиздец не могу работать в этом аду ебаном нахуй,15,5,new,2026-05-24 12:00:00,1,
16983,все руководство нашего завода это кучка еврейских пидорасов и воров которые наживаются на простых рабочих суки жиды чтоб вы все сдохли в нищете,15,5,new,2026-05-24 12:00:00,1,
16984,я принес сегодня в сборочный цех пистолет если этот урод мастер опять оштрафует меня или лишит премии я его пристрелю как собаку нахуй прямо на рабочем месте,15,5,new,2026-05-24 12:00:00,1,
16985,почему эта ебаная программа 1с опять зависла пиздец блядь работать невозможно кто этот софт писал мудаки ебаные руки из жопы оторвать бы им нахер,15,5,new,2026-05-24 12:00:00,1,
16986,этот козел и пидор из первого цеха постоянно ко мне пристает показывает свой член и говорит всякие пошлости сука конченая надо его кастрировать нахуй урода,15,5,new,2026-05-24 12:00:00,1,
16987,вчера в курилке обсуждали политику и путина один парень начал орать что сво это преступление и надо выходить на митинги против войны а другие его чуть не избили за это,15,5,new,2026-05-24 12:00:00,1,
16988,я принес на завод пакет с белым порошком это отличный мефедрон если кто хочет расслабиться во время обеда подходите к трансформаторной будке за вторым цехом цена договорная соль кокс тоже есть,15,5,new,2026-05-24 12:00:00,1,
16989,этот еврейский заговор уже в край надоел все руководство нашего технического департамента состоит из жидов которые только и думают как бы урезать простым рабочим зарплату надо устроить им погром сукам,15,5,new,2026-05-24 12:00:00,1,
16990,мы должны взорвать главный распределительный щит завода чтобы остановить работу этого фашистского предприятия я уже приготовил самодельное взрывное устройство и таймер нахуй,15,5,new,2026-05-24 12:00:00,1,
16991,ты бля сука ебаная рот твой ебал пидор грязный мудак чтоб ты сдох тварь конченая пошел нахуй отсюда пока я тебе башку не проломил арматурой козел вонючий,15,5,new,2026-05-24 12:00:00,1,
16992,какого хуя на нашем заводе работают эти черножопые чурки и хачи они же по-русски нихуя не понимают только ломают оборудование и воруют инструмент гнать их всех из россии нахуй,15,5,new,2026-05-24 12:00:00,1,
16993,вчера этот пидор мастер смены обозвал меня дауном и дебилом при всех сука конченая я ему ночью машину расхреначу или в лицо серной кислотой плесну мразь ебаная,15,5,new,2026-05-24 12:00:00,1,
16994,где достать герыч кокс или амфетамин на этом ебаном предприятии тут вообще есть нормальные барыги или все только водку жрут как свиньи ебаные,15,5,new,2026-05-24 12:00:00,1,
16995,надо устроить теракт и подорвать склад готовой продукции пусть эти буржуи директора обанкротятся суки за такую зарплату они заслуживают только смерти и разрушения блядь,15,5,new,2026-05-24 12:00:00,1,
16996,этот гондон начальник цеха вчера лишил меня премии за то что я пришел немного выпившим сука да я на этой ебаной работе без бутылки водки вообще с ума сойду пидорас конченый,15,5,new,2026-05-24 12:00:00,1,
16997,да чтоб ваших дедов переебало в иране твари вы конченые суки чтоб весь ваш род сдох нахуй в мучениях и в говне захлебнулся мрази ебаные за такое скотское отношение к людям,15,5,new,2026-05-24 12:00:00,1,
16998,"all these news about wars in Iraq and Syria, nuclear weapons, and civilian bombings are terrifying. We must overthrow this government and end all violence immediately.",15,5,new,2026-05-24 12:00:00,1,
16999,он пришел в раздевалку какие-то соли или спайсы обдолбался прямо перед сменой и начал орать про то что всех порежет ножом и взорвет нахер всю диспетчерскую,15,5,new,2026-05-24 12:00:00,1,
17000,бля!,15,5,new,2026-05-24 12:00:00,1,
17001,сука...,15,5,new,2026-05-24 12:00:00,1,
17002,хуй бля,15,5,new,2026-05-24 12:00:00,1,
17003,пизда нахуй,15,5,new,2026-05-24 12:00:00,1,
17004,ебать сука,15,5,new,2026-05-24 12:00:00,1,
17005,пидор пиздец,15,5,new,2026-05-24 12:00:00,1,
17006,гондон гондон,15,5,new,2026-05-24 12:00:00,1,
17007,мудак твари,15,5,new,2026-05-24 12:00:00,1,
17008,хуила ебать,15,5,new,2026-05-24 12:00:00,1,
17009,заебал ублюдки,15,5,new,2026-05-24 12:00:00,1,
17010,выебать мразь,15,5,new,2026-05-24 12:00:00,1,
17011,охуел ебаный,15,5,new,2026-05-24 12:00:00,1,
17012,пиздец блять,15,5,new,2026-05-24 12:00:00,1,
17013,залупа шпиливили,15,5,new,2026-05-24 12:00:00,1,
17014,манда порно,15,5,new,2026-05-24 12:00:00,1,
17015,хуесос,15,5,new,2026-05-24 12:00:00,1,
17016,блядина!,15,5,new,2026-05-24 12:00:00,1,
17017,ебало...,15,5,new,2026-05-24 12:00:00,1,
17018,уебище бля,15,5,new,2026-05-24 12:00:00,1,
17019,пидорас нахуй,15,5,new,2026-05-24 12:00:00,1,
17020,ебаный сука,15,5,new,2026-05-24 12:00:00,1,
17021,хуевый пиздец,15,5,new,2026-05-24 12:00:00,1,
17022,блядский гондон,15,5,new,2026-05-24 12:00:00,1,
17023,охуительного твари,15,5,new,2026-05-24 12:00:00,1,
17024,дохуя ебать,15,5,new,2026-05-24 12:00:00,1,
17025,нихуя ублюдки,15,5,new,2026-05-24 12:00:00,1,
17026,хуле мразь,15,5,new,2026-05-24 12:00:00,1,
17027,ебаться ебаный,15,5,new,2026-05-24 12:00:00,1,
17028,отъебись блять,15,5,new,2026-05-24 12:00:00,1,
17029,нахуй шпиливили,15,5,new,2026-05-24 12:00:00,1,
