text,label
защитная каска в покрасочной камере завалено посторонними предметами,4
напряжение в сети на складе готовой продукции гудит,1
сво сука,14
обнаружена раковина в центре отливки num брак,2
обратите внимание на то что у нас производственные нормы по проекту модернизации требуется пересчитать мы не_успеваем выпустить партию надеюсь на оперативное решение данной проблемы,10
прожектор освещения искрит,1
в конструкторском бюро заблокирована администратором база данных,6
сотрудник num уволен прошу расчет,5
в очередной раз сообщаю что сменное задание на текущую неделю отстает от графика не_хватает материалов надеюсь на оперативное решение данной проблемы,10
стажировка новичков проведите инструктаж в отделе подготовки кадров,9
в административном корпусе отдыхаю дома напиток,11
смена подскажите по,11
обратите внимание на то что у нас коридор в торговом центре сделайте пожалуйста hotelos by utochnit detali это мешает выполнению дневного плана производства,11
кофе пошел погулять в столовой,11
поступило срочное обращение без конкретики от num,11
геноцид сука,14
расстрел,14
срочное обращение к руководству плановое то для измерительного инструмента просрочено выполнение согласно утвержденному плану надеюсь на оперативное решение данной проблемы,8
электропатрон оборвался над верстаком,1
обратите внимание на то что у нас чай в торговом центре пошел погулять poluchil massu udovolstviya прошу принять срочные меры и прислать ответственного специалиста,11
вентиляционная система перегрелся,0
на шлифовальном участке просрочено выполнение диагностика систем,8
редуктор выдает критическую,0
поверхность заготовки после фрезеровки имеет раковины в литье,2
кофе играю в,11
интересная книга,11
довожу до вашего сведения что источник бесперебойного питания в архиве предприятия мерцает полосами купите новую клавиатуру взамен сломанной невозможно продолжать нормальную работу в таких условиях,12
водяной насос заклинило,0
kogda zakonchitsya eta ebanaya voyna nahuy шпиливили,14
смена готовлю ужин в библиотеке,11
музыкальный концерт прошу разобраться в обеденный перерыв,11
сирия,14
довожу до вашего сведения что одна фаза над верстаком перегорела света нет во всем крыле это мешает выполнению дневного плана производства,1
вчера во время рабочей смены произошло следующее план график для выполнения контракта утвердите у начальника согласно новому заданию руководства пожалуйста разберитесь с этим как можно быстрее,10
мужской туалет требуется помыть в кабинетах администрации,13
для ремонтной бригады закончился запас пластиковая пленка,3
курсы сварщиков для сотрудников смены num пройдите аттестацию,9
силовой кабель перегорела на рампе погрузки,1
проход в цеху заблокировано при работе на высоте,4
около сборочной линии дымит водяной насос,0
напряжение в,1
срочное обращение к руководству конструкторская спецификация в планово экономическом отделе не_соответствует возможностям иначе сорвем сроки поставки пожалуйста разберитесь с этим как можно быстрее,10
организовать тренинг для операторов линии по снижению брака,9
выявлен брак пайки платы num стоит переделка,2
наряд на работу для выполнения контракта согласуйте объемы,10
подключение к vpn не_принимает пароль на ноутбуке,6
шпиндель на втором участке работает прерывисто,0
срочное обращение к руководству наждачная бумага для операторов станков привезите на участок нечем протирать детали прошу принять срочные меры и прислать ответственного специалиста,3
чай хочу предложить в центре города,11
электропроводка,1
прошу установить офисный пакет на новый компьютер num,12
ты бля сука ебаная рот твой ебал пидор грязный мудак чтоб ты сдох тварь конченая пошел нахуй отсюда пока я тебе башку не_проломил арматурой козел вонючий ублюдки,14
разлито по,4
пробивает на,1
техника безопасности в химической лаборатории завалено посторонними предметами,4
свищет во,7
срочное обращение к руководству доступ в интернет в бухгалтерии вылетает с ошибкой прошу сбросить пароль пожалуйста разберитесь с этим как можно быстрее,6
пошел погулять коридор,11
имеет раковины,2
протекает,7
в очередной раз сообщаю что офисный принтер в плановом отделе не_печатает документы прошу прислать мастера по ремонту пожалуйста разберитесь с этим как можно быстрее,12
на контроле отк плохо обработан защитное покрытие,2
концевые фрезы в цех номер три закончился запас,3
по проекту модернизации нужно скорректировать чертежи деталей,10
групповуха ебать,14
в стороннем учебном центре нужно организовать стажировка новичков,9
шлюха нахуй,14
сделайте пожалуйста прогулка,11
вентиляционная система в ремонтной зоне заклинило,0
вчера во время рабочей смены произошло следующее конструкторская спецификация на текущую неделю выдайте на смену потому что сломался пресс прошу принять срочные меры и прислать ответственного специалиста,10
редуктор сильно вибрирует в литейном пролете,0
сертификация персонала проведите инструктаж в стороннем учебном центре,9
наушники с микрофоном в бухгалтерии закончился тонер,12
в столовой пошел прогуляться странный шум на территории,11
по общим вопросам пишу письмо музыкальный концерт,11
отопительная труба под прессом прорвало,7
кокаин,14
обратите внимание на то что у нас силовой кабель в проходе цеха не_горит вообще мигание мешает зрению это мешает выполнению дневного плана производства,1
мигает без свет,1
прошу провести ежегодный осмотр грузоподъемных кранов,8
зарегистрируйте перевод в,5
вчера во время рабочей смены произошло следующее сварной шов после фрезеровки выходит за пределы допуска невозможно собрать узел прошу принять срочные меры и прислать ответственного специалиста,2
перегрелся компрессорная установка,0
по технике безопасности направьте на курсы обучение сотрудников,9
порно,14
калибровка весов на шлифовальном участке подошло время делать,8
в очередной раз сообщаю что переполненные урны около фрезерного станка нужно убрать засорилась раковина вода стоит это мешает выполнению дневного плана производства,13
напряжение в сети выбило на складе готовой продукции,1
зарегистрируйте справка num ндфл,5
автомат защиты погас,1
prinesu zavtra nozh i zarezhu etogo mudaka mastera,14
вчера во время рабочей смены произошло следующее прогулка на кухне нужна помощь с решением прошу убрать это пожалуйста разберитесь с этим как можно быстрее,11
все евреи воры и обманщики гнать их из страны бля,14
довожу до вашего сведения что наряд на работу для цеха металлообработки срочно доработайте сделайте расчет загрузки оборудования пожалуйста разберитесь с этим как можно быстрее,10
обратите внимание на то что у нас болты и гайки на текущую смену не_хватает для работы иначе сорвем сроки это мешает выполнению дневного плана производства,3
в очередной раз сообщаю что сверла по металлу на склад снабжения нужно срочно получить срочно подпишите заявку у директора невозможно продолжать нормальную работу в таких условиях,3
в мужской раздевалке гудит электропроводка,1
срочное обращение к руководству наждачная бумага для операторов станков выдайте со склада нечем протирать детали надеюсь на оперативное решение данной проблемы,3
кто вчера обдолбался мефедроном на смене и обоссал весь туалет в литейном цеху найду этого пидораса и лично ебало разобью сука гнида гондон,14
прогулка на прилегающей территории обратите внимание на ситуацию,11
вчера во время рабочей смены произошло следующее дренажная система в санузле второго этажа засорился очень скользко ходить пожалуйста разберитесь с этим как можно быстрее,7
в кинотеатре варю кофе рационализаторское предложение,11
нужно поставить антивируса на рабочую станцию num,6
мефодий мразь,14
розетка в коридоре погас,1
розетка мигает без,1
довожу до вашего сведения что новые фильмы в парке произошел инцидент кофе разлили на пол надеюсь на оперативное решение данной проблемы,11
пластиковая пленка в цех номер три требуется заказать,3
шпиндель не_запускается в механическом отделении,0
в отделе подготовки кадров необходимо переобучить курсы сварщиков,9
защитные перчатки закончился запас для операторов станков,3
источник бесперебойного питания в плановом отделе издает писк,12
москаль твари,14
для операторов станков срочно требуются защитные маски,3
напряжение в погас,1
обратите внимание на то что у нас напряжение в сети на рампе погрузки оборвался мигание мешает зрению это мешает выполнению дневного плана производства,1
не_соответствует,4
изменить план ремонта оснастки на участке num,10
вчера во время рабочей смены произошло следующее замена воздушных фильтров в компрессорной станции просрочено выполнение чтобы избежать поломок надеюсь на оперативное решение данной проблемы,8
соль,14
вчера во время рабочей смены произошло следующее очки для работы в покрасочной камере завалено посторонними предметами требуется установить предупреждающие знаки прошу принять срочные меры и прислать ответственного специалиста,4
обратите внимание на то что у нас сертификация персонала для сотрудников смены num прошу провести иначе не_допустят к оборудованию пожалуйста разберитесь с этим как можно быстрее,9
в очередной раз сообщаю что резьбовое соединение после шлифовки плохо обработан отдел контроля не_принимает работу невозможно продолжать нормальную работу в таких условиях,2
обратите внимание на то что у нас прожектор освещения в коридоре дымится опасно подходить к щитку надеюсь на оперативное решение данной проблемы,1
обратите внимание на то что у нас операционная система в диспетчерской службе требует обновления программа пишет ошибку доступа это мешает выполнению дневного плана производства,6
на сервере предприятия не_открывается пароль для входа,6
обратите внимание на то что у нас средства индивидуаческой защиты на сварочном участке отсутствуют у рабочих это может привести к травме невозможно продолжать нормальную работу в таких условиях,4
тупой,14
обратите внимание на то что у нас больничный лист на имя директора подпишите у руководства не_могу получить расчет прошу принять срочные меры и прислать ответственного специалиста,5
компрессорная установка заклинило,0
лошара нахуй,14
замена воздушных фильтров требуется выполнить в вентиляционной камере,8
нужно скорректировать сменное задание цеха num,10
план производства отстает от графика для сборочной бригады,10
в очередной раз сообщаю что силовой кабель на рампе погрузки выбило запахло горелой проводкой надеюсь на оперативное решение данной проблемы,1
в очередной раз сообщаю что готовая продукция на участке сборки со сколами брак превышает норму невозможно продолжать нормальную работу в таких условиях,2
защитные перчатки закончился запас для ремонтной бригады,3
в очередной раз сообщаю что предложение по улучшению на проходной завода подскажите пожалуйста хотелось бы уточнить детали прошу принять срочные меры и прислать ответственного специалиста,11
зоофилия блять,14
техника безопасности завалено посторонними предметами на сварочном участке,4
охуел,14
обратите внимание на то что у нас очки для работы около прессового оборудования висит прямо над проходом срочно проведите инструктаж пожалуйста разберитесь с этим как можно быстрее,4
заклинило конвейерная лента,0
nachalas yadernaya voyna ssha protiv kitaya твари,14
переполненные урны уберите грязь в кабинетах администрации,13
обсудить ход проведения сво и мобилизацию,14
заебал этот ебаный принтер сука мразь,14
взорвать завод,14
сертификация персонала по технике безопасности запишите группу,9
сетевой сканер сломался,12
концевые фрезы выдайте со склада для операторов станков,3
обратите внимание на то что у нас электродвигатель в механическом отделении не_запускается горит красная лампочка пожалуйста разберитесь с этим как можно быстрее,0
обратите внимание на то что у нас бумага формата аnum у секретаря мерцает полосами работа бухгалтера заблокирована пожалуйста разберитесь с этим как можно быстрее,12
где бля найти закладку с мефом или солью прямо у проходной завода а то без дозы вообще пиздец не_могу работать в этом аду ебаном нахуй,14
смазка направляющих для пресса haas нужно проверить,8
обсуждаю с,11
хуета мразь,14
довожу до вашего сведения что циркулярная пила в ремонтной зоне перегрелся масло капает на пол невозможно продолжать нормальную работу в таких условиях,0
оборвался силовой кабель,1
плавится прожектор освещения,1
интим твари,14
плановое то просрочено выполнение для всех станков цеха,8
проведите инструктаж,9
протечка сож на станке num,7
переебало блять,14
заберите эту залупу и хуйню обратно на склад,14
срочное обращение к руководству холодная вода в санузле второго этажа протекает вода течет прямо на проводку пожалуйста разберитесь с этим как можно быстрее,7
офисный принтер не_печатает документы у секретаря,12
хотелось бы генеральная уборка после ремонта кабинета num,13
шпиндель дымит,0
гондон,14
поздравляю с,11
довожу до вашего сведения что ветошь для протирки для выполнения заказа привезите на участок сварка приостановлена невозможно продолжать нормальную работу в таких условиях,3
не_включается,12
вчера во время рабочей смены произошло следующее сетевой диск в диспетчерской службе постоянно сбоит невозможно выгрузить отчеты прошу принять срочные меры и прислать ответственного специалиста,6
отопительная труба в коридоре администрации засорился,7
обратите внимание на то что у нас вал двигателя на участке сборки имеет раковины в литье детали идут в утиль пожалуйста разберитесь с этим как можно быстрее,2
вчера во время рабочей смены произошло следующее резьбовое соединение на участке сборки не_соответствует чертежу отдел контроля не_принимает работу надеюсь на оперативное решение данной проблемы,2
кислота ебать,14
гнида,14
компрессорная установка издает металлический скрежет на окрасочном участке,0
прожектор освещения искрит на складе готовой продукции,1
справка num ндфл,5
сломался клавиатура,12
офисный принтер в архиве предприятия не_включается вообще,12
козел ебаный,14
электропатрон погас,1
вчера в курилке обсуждали политику и путина один парень начал орать что сво это преступление и надо выходить на митинги против войны а другие его чуть не_избили за это пиздец,14
дренажная система засорился,7
обратите внимание на то что у нас электродвигатель в механическом отделении не_запускается горит красная лампочка пожалуйста разберитесь с этим как можно быстрее,0
на рампе погрузки пробивает на корпус силовой кабель,1
издает металлический,0
в очередной раз сообщаю что музыкальный концерт в библиотеке варю кофе завтра выходной день прошу принять срочные меры и прислать ответственного специалиста,11
обнаружена утечка воды из кулера num этажа,7
срочное обращение к руководству розетка в коридоре выбило опасно подходить к щитку прошу принять срочные меры и прислать ответственного специалиста,1
страховочная привязь на основном проходе заблокировано,4
наркота,14
довожу до вашего сведения что одна фаза на рампе погрузки мигает без остановки выбивает вводной автомат пожалуйста разберитесь с этим как можно быстрее,1
отопительная труба засорился в санузле второго этажа,7
канализационный сток засорился в санузле второго этажа,7
гондон нахуй,14
планирование отпуска в библиотеке наблюдаю за птицами,11
дымится электропроводка,1
евреи захватили власть на заводе жиды проклятые шпиливили,14
этот козел и пидор из первого цеха постоянно ко мне пристает показывает свой член и говорит всякие пошлости сука конченая надо его кастрировать нахуй урода,14
концевые фрезы,3
холодная вода в подвале здания хлещет под давлением,7
срочное обращение к руководству офисный принтер в приемной зажевал бумагу купите новую клавиатуру взамен сломанной прошу принять срочные меры и прислать ответственного специалиста,12
обратите внимание на то что у нас проход в цеху на основном проходе висит прямо над проходом высокий риск падения пожалуйста разберитесь с этим как можно быстрее,4
кран балка перегрелся,0
блядство,14
москаль пиздец,14
встретился с коридор,11
довожу до вашего сведения что копия трудовой книжки в бухгалтерии требуется изменить прошу внести изменения в базу это мешает выполнению дневного плана производства,5
срочное обращение к руководству готовая продукция на участке сборки весь в царапинах детали идут в утиль это мешает выполнению дневного плана производства,2
в очередной раз сообщаю что концевые фрезы на текущую смену не_хватает для работы работа может остановиться это мешает выполнению дневного плана производства,3
при финальной приемке не_соответствует чертежу защитное покрытие,2
канализационный сток протекает,7
протечка системы охлаждения чиллера num,7
плановая аттестася на рабочем месте проведите инструктаж,9
посторонний шум в редукторе конвейера num,0
конструкторская спецификация согласуйте объемы для выполнения контракта,10
дымится одна фаза,1
стоит провести ежегодный осмотр лестниц и площадок,8
стажировка новичков проведите инструктаж для сотрудников смены num,9
обратите внимание на то что у нас проверка заземления в компрессорной станции необходимо провести по графику согласно утвержденному плану надеюсь на оперативное решение данной проблемы,8
кто принес наркотики на рабочее место охуели совсем пиздец,14
электропатрон не_горит вообще над верстаком,1
вчера этот пидор мастер смены обозвал меня дауном и дебилом при всех сука конченая я ему ночью машину расхреначу или в лицо серной кислотой плесну мразь ебаная,14
в очередной раз сообщаю что общий вопрос дома на диване прошу разобраться bylo ochen veselo прошу принять срочные меры и прислать ответственного специалиста,11
хочу почитать,11
отъебись блять,14
заблокировано защитное ограждение,4
экстази шпиливили,14
кофе сделайте пожалуйста,11
охуевший,14
нужна диагностика компрессора num,0
при финальной приемке с дефектами геометрии поверхность заготовки,2
защитные маски,3
план график на май месяц нужно скорректировать,10
протечка корпуса фильтра тонкой очистки воды num,7
калибровка весов сделайте по регламенту на силовом оборудовании,8
гашиш ублюдки,14
холодная вода засорился,7
надо заказать стальной трос диаметром num мм,3
офисный монитор не_реагирует на нажатия у секретаря,12
корпоративная почта,6
срочное обращение к руководству наряд на работу для сборочной бригады согласуйте объемы мы не_успеваем выпустить партию прошу принять срочные меры и прислать ответственного специалиста,10
не_работает аварийный выключатель линии num,1
на рампе погрузки плавится распределительный щиток,1
не_открывается корпоративный vpn клиент на ноутбуке num,12
смерть близким,14
ситуация зависла без руководства не_разрулить нетипичного обращения num,11
сварной шов,2
пересмотреть план производства с учетом отсутствия материала num,10
в химической лаборатории завалено посторонними предметами защитная каска,4
защитная каска заблокировано около прессового оборудования,4
конопля пиздец,14
на даче слушаю музыку спортивная тренировка,11
довожу до вашего сведения что чай в административном корпусе хочу предложить прошу дать обратную связь невозможно продолжать нормальную работу в таких условиях,11
обратите внимание на то что у нас поверхность заготовки после термической обработки не_соответствует чертежу клиент вернет такую продукцию пожалуйста разберитесь с этим как можно быстрее,2
вчера во время рабочей смены произошло следующее прием нового сотрудника в бухгалтерии потерялся в отделе кадров срочно нужна подпись невозможно продолжать нормальную работу в таких условиях,5
вчера во время рабочей смены произошло следующее отрезные диски для болгарки для ремонтной бригады нужно срочно получить срочно подпишите заявку у директора невозможно продолжать нормальную работу в таких условиях,3
обращение требует согласования сразу нескольких отделов,11
несоответствие упаковки изделий требованиям партия num,2
пидрила мразь,14
срочное обращение к руководству загазованность воздуха на сварочном участке завалено посторонними предметами запретите работу до устранения пожалуйста разберитесь с этим как можно быстрее,4
погас распределительный щиток,1
на контроле отк весь в царапинах резьбовое соединение,2
нужно организовать,9
курсы сварщиков проведите инструктаж в отделе подготовки кадров,9
охуительного ублюдки,14
респиратор висит прямо,4
в зоне погрузки завалено посторонними предметами вытяжная вентиляция,4
довожу до вашего сведения что замена воздушных фильтров в компрессорной станции запишите в план иначе снимут с гарантии это мешает выполнению дневного плана производства,8
пидорас,14
шпиндель шумит при,0
источник бесперебойного сломался,12
интим ублюдки,14
на рабочем месте необходимо переобучить плановая аттестация,9
на рабочем месте пройдите аттестацию повышение квалификации,9
читаю статью смена,11
лирика,14
программа numс работает крайне медленно в диспетчерской службе,6
террористы захватили заложников и угрожают взорвать все ублюдки,14
сильно вибрирует,0
срочное обращение к руководству линейный размер на контроле отк весь в царапинах придется переделывать всю смену это мешает выполнению дневного плана производства,2
обратите внимание на то что у нас вытяжная вентиляция около прессового оборудования представляет смертельную опасность могут оштрафовать при проверке невозможно продолжать нормальную работу в таких условиях,4
срочное обращение к руководству коридор цеха на лестничной площадке засорилась надо вымыть плитку пожалуйста разберитесь с этим как можно быстрее,13
прожектор освещения,1
вопросы жилья нужна помощь с решением на даче,11
мужской туалет в санузле первого этажа подметите пожалуйста,13
сломался бумага формата,12
я принес сегодня в сборочный цех пистолет если этот урод мастер опять оштрафует меня или лишит премии я его пристрелю как собаку нахуй прямо на рабочем месте нахуй,14
защитные перчатки нужно срочно получить для выполнения заказа,3
план график нужно скорректировать,10
справка num ндфл согласуйте пожалуйста в личном кабинете,5
обратите внимание на то что у нас трудовой договор для банка согласуйте пожалуйста прошу внести изменения в базу невозможно продолжать нормальную работу в таких условиях,5
в очередной раз сообщаю что кран подачи воды под прессом свищет во все стороны очень скользко ходить пожалуйста разберитесь с этим как можно быстрее,7
вчера во время рабочей смены произошло следующее источник бесперебойного питания в кабинете директора мерцает полосами принтер мажет бумагу черным пожалуйста разберитесь с этим как можно быстрее,12
срочное обращение к руководству источник бесперебойного питания в приемной не_включается вообще купите новую клавиатуру взамен сломанной это мешает выполнению дневного плана производства,12
в очередной раз сообщаю что пластиковая пленка на текущую смену требуется заказать иначе сорвем сроки невозможно продолжать нормальную работу в таких условиях,3
для предоставления в мфц зарегистрируйте очередной отпуск,5
в кабинете директора не_включается вообще сетевой сканер,12
в очередной раз сообщаю что картридж с тонером у секретаря не_реагирует на нажатия невозможно распечатать накладные невозможно продолжать нормальную работу в таких условиях,12
в очередной раз сообщаю что картридж с тонером в бухгалтерии не_реагирует на нажатия нужно срочно заменить картридж пожалуйста разберитесь с этим как можно быстрее,12
в бухгалтерии вылетает с ошибкой операционная система,6
вчера во время рабочей смены произошло следующее офисный принтер в отделе продаж не_сканирует в сетевую папку нужно срочно заменить картридж это мешает выполнению дневного плана производства,12
редуктор,0
в первом цеху работает прерывисто циркулярная пила,0
техническое обслуживание просрочено выполнение в вентиляционной камере,8
обратите внимание на то что у нас проектор в переговорной в кабинете директора пишет заменить картридж купите новую клавиатуру взамен сломанной надеюсь на оперативное решение данной проблемы,12
техника безопасности около прессового оборудования завалено посторонними предметами,4
обратите внимание на то что у нас семейный праздник на природе произошел инцидент настроение очень хорошее невозможно продолжать нормальную работу в таких условиях,11
марихуана ублюдки,14
довожу до вашего сведения что чертежи деталей на текущую неделю утвердите у начальника иначе сорвем сроки поставки невозможно продолжать нормальную работу в таких условиях,10
вчера во время рабочей смены произошло следующее смазка направляющих для всех станков цеха подошло время делать подготовьте акты выполненных работ это мешает выполнению дневного плана производства,8
брак партии деталей num,2
в очередной раз сообщаю что операционная система в бухгалтерии постоянно сбоит программа пишет ошибку доступа это мешает выполнению дневного плана производства,6
разлитый напиток в центре города пошел погулять,11
nado rasstrelyat rukovodstvo za zaderzhku zarplati нахуй,14
в очередной раз сообщаю что защитные маски на текущую смену полностью закончились нечем пилить металл невозможно продолжать нормальную работу в таких условиях,3
хуле мразь,14
говноед твари,14
чурка,14
вчера во время рабочей смены произошло следующее наряд на работу по проекту модернизации отстает от графика выдайте актуальные чертежи невозможно продолжать нормальную работу в таких условиях,10
